id,organization_id,accessibility,admin_emails,alternate_name,description,email,languages,latitude,longitude,name,transportation,virtual,website
154,92,,,,"No description",serenity@olypen.com,,48.079676,-123.1144155,"Serenity House of Clallam County - Serenity Thrift Store - Sequim","Located in Serenity Square near the landmark grain elevator tower.",FALSE,
155,93,,,,"No description",alpost245vso@gmail.com,,47.7360031,-122.6467981,"American Legion - Post 245","From Front St turn north on Jensen Way NE.

From NE Iverson turn south on Jensen Way NE.",FALSE,
156,94,,,,"No description",vsovfwpost2669@gmail.com,,47.5416551,-122.6366816,"Veterans of Foreign Wars - VFW Post 2669","Located on Bay Street near Sidney Ave.",FALSE,
157,94,,,,"No description",info@vfwpost239.org,,47.5621143,-122.6663758,"Veterans of Foreign Wars - VFW Post 239","Take Kitsap Way to National Ave.  Turn on the Burwell Street, then immediately on Dora Ave.",FALSE,
158,95,,,,"No description",,,48.0121969,-122.7770702,"Chimacum School District","Located off Highway 19 in Chimacum.",FALSE,
159,96,,,,"No description",,,47.5890669,-122.6307233,"Meals on Wheels Kitsap","Meal sites are offered throughout the county.  Call for more information.",FALSE,
160,97,,,,"No description",,,47.6355461,-122.6447815,"Compassionate Friends","From Highway 303 take the Ridgetop Ave exit and turn south.  Turn into the parking lot for Harrison Silverdale.",FALSE,
161,98,,,,"No description",agapeunlimted@comcast.net,,47.5624427,-122.6790938,"Agape Unlimited","Located on Auto Center Way.  Turn onto Katy Penman, the street with a dead end sign.",FALSE,
162,99,,,,"No description",carynw@alsa-ec.org,,47.6536234,-122.6897156,"ALS Peninsula Support Group - Silverdale","Meets at the Silverdale United Methodist Church library.",FALSE,
163,100,,,,"No description",,,47.5372693,-122.6377052,"Kitsap County Courthouse","In the courthouse near Bay St.",FALSE,
164,100,,,,"No description",,,47.520653,-122.665616,"Kitsap County Government - Juvenile Services","From Highway 16 exit west on the Tremont Exit to SW Old Clifton Rd.",FALSE,
165,101,,,,"No description",,,48.1122743,-123.4381435,"NAMI of Clallam County - Peninsula Behavioral Health","Located on E 8th St by S Lincoln St (Highway 101).",FALSE,
166,101,,,,"No description",NAMIofClallamCounty@gmail.com,,47.9506586,-123.3456072,"National Alliance on Mental Illness of Clallam County","No physical location.",FALSE,
167,101,,,,"No description",NAMIofClallamCounty@gmail.com,,48.1152561,-123.4150459,"NAMI of Clallam County - Olympic Medical Center - Linkletter Hall","Located on the lower level of Olympic Medical Center.",FALSE,
168,101,,,,"No description",NAMIofClallamCounty@gmail.com,,48.0903599,-123.113087,"NAMI of Clallam County - Sequim Community Church","Located in the Sequim Community Church.  From Old Olympic Highway turn south onto N 5th Ave.",FALSE,
169,102,,,,"No description",namijeffco@yahoo.com,,48.105899,-122.803778,"National Alliance on Mental Illness of Jefferson County","Located at Jefferson Mental Health near the Goodwill.  From W Sims Way (Highway 20) turn north on Cliff St, then left on S Park Ave, then right on W Park Ave.",FALSE,
170,103,,,,"No description",,,47.732768,-122.640008,"NAMI - Hostmark Community Center","From Highway 305 turn west (toward the marina) on NE Hostmark St.",FALSE,
171,103,,,,"No description",,,47.63369,-122.5178085,"NAMI - The Doctors Clinic - Bainbridge Island","From Highway 305 turn west onto NE High School Rd.  Turn left onto Hildebrand Ln NE.",FALSE,
172,103,,,,"No description",,,47.585464,-122.6289211,"NAMI - St. Paul's Episcopal Church","From Warren Ave north of the Warren Ave bridge turn east onto Callahan Dr.",FALSE,
173,103,,,,"No description",,,47.6331557,-122.5172948,"NAMI - Home Street Bank Building","Located in the Home Street Bank close to the Safeway Shopping Center.",FALSE,
174,103,,,,"No description",,,47.651566,-122.677655,"NAMI - Doctor's Clinic - Cavalon Place","Located in the Doctor's Clinic Cavalon Place between Ridgetop and Bucklin Hill Rd.",FALSE,
175,103,,,,"No description",info@namikitsap.org,,47.5940141,-122.6200119,"National Alliance on Mental Illness of Kitsap County","No physical location.",FALSE,
176,104,,,,"No description",helpline@helplinehouse.org,,47.6309442,-122.5188643,"Bainbridge Island Helpline House","From Winslow Way E turn north on Eriksen Ave NE.  Turn west onto Knechtel Way NE.",FALSE,
177,105,,,,"No description",,,47.6366543,-122.5221717,"Bainbridge Island School District - Commodore Options School","Located next to Bainbridge High School.",FALSE,
178,105,,,,"No description",,,47.605845,-122.535242,"Bainbridge Island School District - Blakely Elementary School","Located at the intersection of Blakley Ave NE and NE Baker Hill Rd.",FALSE,
179,105,,,,"No description",,,47.6382803,-122.5219551,"Bainbridge Island School District - Ordway Elementary School","From Highway 305 tun west onto NE High School Blvd.  Take the roundabout north.",FALSE,
180,105,,,,"No description",,,47.6451667,-122.5288868,"Bainbridge Island School District - Woodward Middle School","From Highway 305 turn onto Sportsman Club Rd NE.",FALSE,
181,105,,,,"No description",pkeyes@bainbridge.wednet.edu,,47.6382803,-122.5219551,"Bainbridge Island School District","Located at the Bainbridge Island School District campus off Madison Ave N.",FALSE,
182,105,,,,"No description",,,47.6365934,-122.5242641,"Bainbridge Island School District - Bainbridge High School","From Highway 305 turn west onto NE High School Rd.  High School is on the right after passing straight through the roundabout.",FALSE,
183,105,,,,"No description",,,47.648463,-122.5271806,"Bainbridge Island School District - Sonoji Sakai Intermediate School","From Highway 305 turn onto Sportsman Club Rd NE.",FALSE,
184,105,,,,"No description",,,47.678275,-122.522491,"Bainbridge Island School District - Wilkes Elementary School","From Highway 305 turn east onto NE Day Rd.  Located on the corner of NE Day Rd and Madison Ave NE.",FALSE,
185,106,,,,"No description",,,47.6259014,-122.5176317,"Bainbridge Island Historical Society","From the Bainbridge Island Ferry travel north and turn left on Winslow Way E. Turn right on Ericksen Ave NE, Historical Society on left side of street.",FALSE,
186,107,,,,"No description",PoliceDept@ci.bainbridge-isl.wa.us,,47.6246042,-122.5137074,"Bainbridge Island Police Department","On the southwest corner of Winslow Way and Highway 305, just north of the ferry terminal.",FALSE,
187,108,,,,"No description",,,47.5714946,-122.6108691,"Bremerton Senior Center","From the Manette Bridge travel east on Harkins St, turn south on Pitt Ave, then turn east again on E 11th St.  Then turn north on Nipsic Ave.",FALSE,
188,109,,,,"No description",admin@nwrems.org,,47.6241767,-122.6251845,"Kitsap DUI Victims Panel","Meets at the Hillcrest Assembly of God across from Wal-Mart on Wheaton Way/Highway 303.",FALSE,
189,110,,,,"No description",groyal@co.clallam.wa.us,,48.1155739,-123.4337165,"Clallam County 4-H","Located in the Clallam County Courthouse.  From either East Front or 1st Street, turn south on Lincoln Ave or south on Peabody St to 4th St.",FALSE,
190,111,,,,"No description",info@weareugn.org,,48.040016,-122.785263,"United Good Neighbors","Located in the Shold Business Park off Rhody Dr (Highway 19).",FALSE,
191,112,,,,"No description",info@unitedwayclallam.org,,48.118667,-123.433535,"United Way of Clallam County","Located at the intersection of W 1st and N Laurel streets.",FALSE,
192,113,,,,"No description",dlfoote@unitedwaykitsap.org,,47.5655971,-122.6294023,"United Way of Kitsap County","Located on 4th Street next to the SeeFilm movie theater.",FALSE,
193,114,,,,"No description",mdonoghue@cfsd.wednet.edu,,48.3639959,-124.6228589,"Cape Flattery School District - Neah Bay School","In Neah Bay Highway 112 will become Bay VIew Ave.  Turn left on Portage, right on Woodland Ave, then left onto Deer Street.",FALSE,
194,114,,,,"No description",sdemko@cfsd.wednet.edu,,48.3101598,-124.4433973,"Cape Flattery School District","From Port Angeles take Highway 101 past Crescent Lake.  Take highway 113 at Sappho.  Highway 113 turns into Highway 112.  Pass through Clallam Bay and Sekiu.",FALSE,
195,114,,,,"No description",kgregory@cfsd.wednet.edu,,48.2515708,-124.2601482,"Cape Flattery School District - Clallam Bay School","From Port Angeles take Highway 101 past Crescent Lake.  Take highway 113 at Sappho.  Highway 113 turns into Highway 112.  In Clallam Bay the Clallam Bay School is located across from the public library.",FALSE,
196,115,,,,"No description",,,47.6751395,-122.6650011,"Central Kitsap School District - Emerald Heights Elementary","From Ridgetop Blvd turn onto NE Pinnacle Ct.",FALSE,
197,115,,,,"No description",,,47.6286968,-122.7541129,"Central Kitsap School District - Klahowya Secondary School","From Highway 3 take the Newberry Hill Rd exit west. Turn left at the Klahowya School sign.",FALSE,
198,115,,,,"No description",,,47.6299315,-122.6477392,"Central Kitsap School District - Woodlands Elementary","Located south of the Central Valley and Fairgrounds Rd intersection.",FALSE,
199,115,,,,"No description",,,47.6446728,-122.7192199,"Central Kitsap School District - Silverdale Elementary","From Highway 3 take the Newberry Hill Exit west.  Turn right onto Dickey Rd NW.",FALSE,
200,115,,,,"No description",,,47.592205,-122.69637,"Central Kitsap School District - Jackson Park Elementary","From Highway 3 take the Austin Way Dr exit. Follow Austin Dr to Jackson Park Elementary.",FALSE,
201,115,,,,"No description",,,47.633209,-122.615707,"Central Kitsap School District - Esquire Hills Elementary","From Highway 303 turn onto NE John Carlson Rd (opposite Fairgrounds Rd).",FALSE,
202,115,,,,"No description",,,47.6826374,-122.7249401,"Central Kitsap School District - Cougar Valley Elementary","From Highway 3 take the NW Anderson Hill exit west.  Turn right onto Olympic View Rd NW.",FALSE,
203,115,,,,"No description",,,47.6837582,-122.7016894,"Central Kitsap School District - Clear Creek Elementary","From Trigger Ave NW turn onto NE Sunde Rd.",FALSE,
204,115,,,,"No description",,,47.657783,-122.6678758,"Central Kitsap School District - Silver Ridge Elementary","From NW Waaga Way (Highway 303) take the Ridgetop Blvd Exit.  Turn north up Ridgetop, then right onto Hillsboro Dr NW.",FALSE,
205,115,,,,"No description",,,47.6131194,-122.6363793,"Central Kitsap School District - PineCrest Elementary","From Highway 303 turn west onto NE Riddell Rd.  Turn right onto Pine Rd.",FALSE,
206,115,,,,"No description",,,47.5985197,-122.8199742,"Central Kitsap School District - Green Mountain Elementary","From Seabeck Holly Rd NW turn onto NE Holly Rd.  Turn left onto Boundary Trail NW.",FALSE,
207,115,,,,"No description",,,47.6552961,-122.7034475,"Central Kitsap School District - Westside Alternative School","Located next to Central Kitsap Jr High School, off the roundabout on Anderson Hill Rd.",FALSE,
208,115,,,,"No description",,,47.651339,-122.699003,"Central Kitsap School District - Central Kitsap High School","From Silverdale Way NW turn onto NW Bucklin Hill Rd.  Located at the intersection of Anderson Hill Rd and NW Bucklin Hill Rd.",FALSE,
209,115,,,,"No description",,,47.6424949,-122.646231,"Central Kitsap School District - Cottonwood Elementary","From Central Valley Rd turn onto Foster Rd.",FALSE,
210,115,,,,"No description",,,47.6272284,-122.666591,"Central Kitsap School District - Eastside Alternative School","Located by Olympic High School, south of the Kitsap County Fairgrounds.",FALSE,
211,115,,,,"No description",,,47.647348,-122.696275,"Central Kitsap School District","Located at the corner of SIlverdale Way NW and NE Carlton St.",FALSE,
212,115,,,,"No description",,,47.6554248,-122.7023287,"Central Kitsap School District - Central Kitsap Junior High School","Located off Anderson Hill Rd at the roundabout.",FALSE,
213,115,,,,"No description",,,47.6369852,-122.6510575,"Central Kitsap School District - Fairview Junior High School","Located on Central Valley Rd, north of the intersection with Fairgrounds Rd.",FALSE,
214,115,,,,"No description",,,47.658877,-122.668541,"Central Kitsap School District - Ridgetop Junior High School","From NW Waaga Way (Highway 303) take the Ridgetop Blvd Exit.  Turn north up Ridgetop, then right onto Hillsboro Dr NW.",FALSE,
215,115,,,,"No description",,,47.6557636,-122.7034497,"Central Kitsap School District - New Frontiers Secondary School","Located next to Central Kitsap Jr High School, off the roundabout on Anderson Hill Rd.",FALSE,
216,115,,,,"No description",,,47.64185,-122.6073503,"Central Kitsap School District - Brownsville Elementary","Located along Illahee Rd NE south of the intersection with Brownsville Highway NE.",FALSE,
217,115,,,,"No description",,,47.6265727,-122.6648999,"Central Kitsap School District - Olympic High School","Located across from the Kitsap County Fairgrounds off Fairgrounds Rd.",FALSE,
218,116,,,,"No description",info@ywcakitsap.org,,47.5699912,-122.6273062,"YWCA of Kitsap County","Located at the corner of Pacific Ave and 9th St.",FALSE,
219,116,,,,"No description",bink@ywcakitsap.org,,47.6647391,-122.5107066,"YWCA - ALIVE Bainbridge Island and North Kitsap","Location is confidential.",FALSE,
220,116,,,,"No description",,,,,"YWCA - ALIVE - Alternatives to Living in a Violent Environment Shelter Program","Location of the shelter is confidential.",FALSE,
221,117,,,,"No description",sekiucenter@gmail.com,,48.263059,-124.3021302,"West End Seniors","Located in the Sekiu Community Center on Rice St off Front St.",FALSE,
222,118,,,,"No description",,,48.111515,-123.43351,"Port Angeles Senior Center","From S Lincoln St (Highway 101) turn east onto E 7th Ave.  Located on the corner of E 7th and S Peabody Streets.",FALSE,
223,119,,,,"No description",sequimsr@olypen.com,,48.0756378,-123.0885248,"Shipley Center","From downtown Sequim:  Travel East on Washington St. to the light at QFC/STAPLES shopping center.  Turn right at light onto Lee Chatfield, go 1 block, turn right on Hammond St. and left into our driveway at 921 E Hammond.  From Highway 101, entering Sequi",FALSE,
224,120,,,,"No description",,,48.0855396,-123.111388,"Sequim Aquatic Recreation Center","Located on N 5th Ave between W Hendrickson Rd and W Fir St.",FALSE,
225,121,,,,"No description",,,47.54531,-122.615429,"Retsil Veterans Home","From Highway 16 take the Bay St exit to downtown Port Orchard.  Follow Bay St east, and at the intersection with Bethel Ave turn left to continue following Bay St east.  Bay St will become Bay Dr, then turn left on Beach Dr E.",FALSE,
226,121,,,,"No description",Building9@dva.wa.gov,,47.54531,-122.615429,"Retsil Veterans Home - Building 9","From Tacoma: Take the Sedgewick exit from Highway 16, turn right on Sedgewick until you get to Jackson. Turn left on Jackson and continue until you get to the water. Turn left onto Beach Drive. About 200 yards on left will be the Veterans Home. Turn left ",FALSE,
