id,location_id,program_id,accepted_payments,alternate_name,description,eligibility,email,fees,funding_sources,application_process,interpretation_services,keywords,languages,name,required_documents,service_areas,status,wait_time,website,taxonomy_ids
43,12,,,,"Assist consumers in making informed decisions about managing their debt.  Credit experts will conduct a confidential counseling session to determine the specific financial situation and present the options available to help manage and pay off debts and improve long term credit standing.  

One of the options available to our clients who are unable to make significant progress on their unsecured debt, have fallen behind and can't get caught up, or are dealing with the stress of collection calls is a Debt Management Plan.  American Financial Solutions has relationships with creditors to put together a structured repayment plan to get clients on track and on the road to becoming debt free.  

Typical benefits may include:
  Lowering overall interest rates. 
  Re aging of accounts.  (Bringing your accounts current if you have fallen behind.) 
  Elimination of late and over the limit fees. 

A structured repayment plan will consolidate all of the clients accounts into a single consistent payment each month which can be automatically deducted from a bank account.  Once an account is paid in full, American Financial Solutions will roll that payment over to other accounts.","No restrictions.",bmascarin@myfinancialgoals.org,"There is no charge for counseling, education or referral services.  If you choose to enroll in the Debt Management Plan a one time set up fee will be charged up to a maximum of $25.  There is also a monthly maintenance fee of $15.",,"Call to speak with a trained credit counselor.",,,,"Credit Counseling",,"Adams,Asotin,Benton,Chelan,Clallam,Wahkiakum,Walla Walla,Whatcom,Whitman,Yakima,Skamania,Snohomish,Spokane,Stevens,Thurston,Pacific,Pend Oreille,Pierce,San Juan,Skagit,Lincoln,Mason,Okanogan,Kitsap,Kittitas,Klickitat,Lewis,Island,Jefferson,Ferry,Franklin,Garfield,Grant,Grays Harbor,Clark,Columbia,Cowlitz,Douglas",active,,http://www.myfinancialgoals.org,"D,DM,DM-1500,DM-1500.1500"
44,12,,,,"Certified Financial Counselors assist clients with budget, credit counseling and financial education. The Debt Management Plan helps clients to receive benefits from creditors which may include lower interest rates and elimination of late and over-the-limit fees. Collection calls should stop after three consecutive, on time, acceptable payments have been made. 
The Debt Management Plan will help to lower clients' debt to income ratio and will usually have them debt free in approximately five years or less. Continuing financial education and counseling assists with clients' long term success on the plan and helps to build solid financial management skills.","No restrictions.",bmascarin@myfinancialgoals.org,"Counseling and education services are free. On the Debt Management Plan, there is a one time DMP enrollment fee of $25 and a monthly maintenance fee of $15 per month. Fees will be waived for hardship cases.",,"Call to speak with a counselor, make an appointment or walk in to office.",,,,"Debt Management Plan",,"Adams,Asotin,Benton,Chelan,Clallam,Wahkiakum,Walla Walla,Whatcom,Whitman,Yakima,Skagit,Skamania,Snohomish,Spokane,Stevens,Thurston,Okanogan,Pacific,Pend Oreille,Pierce,San Juan,Kittitas,Klickitat,Lewis,Lincoln,Mason,Jefferson,King,Kitsap,Franklin,Garfield,Grant,Grays Harbor,Island,Clark,Columbia,Cowlitz,Douglas,Ferry",active,,http://www.myfinancialgoals.org,"D,DM,DM-1800,DM-6500,DM-1800.1700"
45,12,,,,"If you are behind in your mortgage payments or anticipate not being able to keep up with your house payments let us help. There are certain steps that need to be taken and particular documents that must be reviewed and analyzed prior to working with your lender. Our trained foreclosure counselors can help you gather the necessary documents analyze your individual situation and help you decided what option is best for you. 

Possible options are:
Repayment plan 
Loan Modification or Extension 
Forbearance Agreement 
Refinance or Rewrite 
Deed in Lieu of Foreclosure 
Possible Sale of Home 
In partnership with the Washington State Housing Finance Commission, we are offering our services free of charge.

For more information regarding our classes or for housing counseling please call one of our Certified Counselors at 888-864-8699.
Our counseling sessions are offered Monday through Friday 7:00 am to 3:30 pm Pacific Time or by appointment.","No restrictions.",bmascarin@myfinancialgoals.org,None.,,"Call for more information.",,,,"Foreclosure Counseling",,"Adams,Asotin,Benton,Chelan,Clallam,Thurston,Wahkiakum,Walla Walla,Whatcom,Whitman,Yakima,San Juan,Skagit,Skamania,Snohomish,Spokane,Stevens,Okanogan,Pacific,Pend Oreille,Pierce,Kittitas,Klickitat,Lewis,Lincoln,Mason,Kitsap,Grays Harbor,Island,Jefferson,King,Douglas,Ferry,Franklin,Garfield,Grant,Clark,Columbia,Cowlitz",active,,http://www.myfinancialgoals.org,"D,DM,DM-1800,DM-1800.2000"
46,12,,,,"American Financial Solutions offers pre-purchase Housing Counseling through one-on-one confidential sessions with certified credit counselors.  Call to discuss your specific situation and the credit counselors will suggest money management skills and actions required to prepare for a home purchase. 

Counselors will provide advice for:
  How to set up a budget and save for a down payment. 
  The advantages of owning a home rather than renting. 
  How much you can borrow. 
  What lenders look at when you are qualifying for a loan. 
  How to choose a realtor. 
  How to choose a lender. 
  How to read your credit report and what makes up your score. 

Your credit report is the key to your ability to obtain a mortgage and it can impact nearly all aspects of your life. If you rent or own your own home, most likely your credit report was pulled as part of the application process. Your car insurance payment is impacted by your credit report as well as the interest rate you are charged on your mortgage or credit cards.

Part of the screening process for some employers may well include a credit check. Call one of our Certified Counselors and we will help you obtain a free copy of your credit report. We will help you read your report and explain what makes up your score.","No restrictions.",bmascarin@myfinancialgoals.org,None.,,"Call to apply.",,,,"Home Buying Counseling",,"Adams,Asotin,Benton,Chelan,Clallam,Whitman,Yakima,Spokane,Stevens,Thurston,Wahkiakum,Walla Walla,Whatcom,Pend Oreille,Pierce,San Juan,Skagit,Skamania,Snohomish,Okanogan,Pacific,Kittitas,Klickitat,Lewis,Lincoln,Mason,Island,Jefferson,King,Kitsap,Ferry,Franklin,Garfield,Grant,Grays Harbor,Clark,Columbia,Cowlitz,Douglas",active,,http://www.myfinancialgoals.org,"B,BH,BH-3700,BH-3700.3000"
47,12,,,,"We offer an online course that meets the requirements which mandates completion of an instructional/education course in personal financial management in order for an individual chapter 7 or 13 debtor to receive a bankruptcy discharge.
","Open to everyone and those currently in the process of filing bankruptcy.",bmascarin@myfinancialgoals.org,"There is a $30 fee that can be waived or reduced based on income.",,"Visit our website: www.myfinancialgoals.org.",,,,"Post Bankruptcy Counseling",,"Adams,Asotin,Benton,Chelan,Clallam,Whatcom,Whitman,Yakima,Snohomish,Spokane,Stevens,Thurston,Wahkiakum,Walla Walla,Pend Oreille,Pierce,San Juan,Skagit,Skamania,Lincoln,Mason,Okanogan,Pacific,Kittitas,Klickitat,Lewis,Island,Jefferson,King,Kitsap,Ferry,Franklin,Garfield,Grant,Grays Harbor,Clark,Columbia,Cowlitz,Douglas",active,,http://www.myfinancialgoals.org,"D,DM,DM-1800,DM-1800.1000"
48,12,,,,"The pre-bankruptcy counseling process will entail a 60-90min counseling session. It is designed to examine your current financial situation and provide you with options that will help you make an informed decision regarding your financial difficulties. During the counseling session, one of our certified credit counselors will work with you to determine what your current income and assets are versus your monthly liabilities. This information will then be used to create an accurate and detailed monthly budget to provide you with a clear and concise snapshot of your overall financial situation. 

At the end of the counseling process the counselor will provide you with a certificate showing your participation and completion of the pre-bankruptcy counseling session. This certificate will enable you to complete the bankruptcy process.

American Financial Solutions has recently been approved by the Executive Office for U.S. Trustees to provide mandatory pre-bankruptcy counseling to our clients who live in CA, GA, IN, MD, NY, TX, VA & WA.","No restrictions.",bmascarin@myfinancialgoals.org,"Phone counseling: $50
Online Counseling: $30",,"Call for assistance or visit the website.  Counseling is provided via the website or over the phone. www.myfinancialgoals.org.",,,,"Pre-Bankruptcy Counseling",,"Adams,Asotin,Benton,Chelan,Clallam,Wahkiakum,Walla Walla,Whatcom,Whitman,Yakima,Skagit,Skamania,Snohomish,Spokane,Stevens,Thurston,Okanogan,Pacific,Pend Oreille,Pierce,San Juan,Klickitat,Lewis,Lincoln,Mason,Kittitas,Island,Jefferson,King,Kitsap,Douglas,Ferry,Franklin,Garfield,Grant,Grays Harbor,Clark,Columbia,Cowlitz",active,,http://www.myfinancialgoals.org,"D,DM,DM-1800,DM-1800.1000"
49,13,,,,"Assist consumers in making informed decisions about managing their debt.  Credit experts will conduct a confidential counseling session to determine the specific financial situation and present the options available to help manage and pay off debts and improve long term credit standing.  

One of the options available to our clients who are unable to make significant progress on their unsecured debt, have fallen behind and can't get caught up, or are dealing with the stress of collection calls is a Debt Management Plan.  American Financial Solutions has relationships with creditors to put together a structured repayment plan to get clients on track and on the road to becoming debt free.  

Typical benefits may include:
  Lowering overall interest rates. 
  Re aging of accounts.  (Bringing your accounts current if you have fallen behind.) 
  Elimination of late and over the limit fees. 

A structured repayment plan will consolidate all of the clients accounts into a single consistent payment each month which can be automatically deducted from a bank account.  Once an account is paid in full, American Financial Solutions will roll that payment over to other accounts.","No restrictions.",bmascarin@myfinancialgoals.org,"There is no charge for counseling, education or referral services.  If you choose to enroll in the Debt Management Plan a one time set up fee will be charged up to a maximum of $25.  There is also a monthly maintenance fee of $15.",,"Call to speak with a trained credit counselor.",,,,"Credit Counseling",,King,active,,http://www.myfinancialgoals.org,"D,DM,DM-1500,DM-1500.1500"
50,14,,,,"8/08 - Runs weekly after-school groups for teenage girls and boys.  Organizes all-girl talking circles called DaughtersSisters, all-boy talking circles called BrothersSons, and mixed talking circles called GenderTalks. In the circles, teens learn to speak from their hearts and to listen to others with compassion and without judgment. Groups are organized at the start of each school year and run throughout the year in area high schools and community centers. Short-term groups are organized during the year based on interest.","For middle and high school students.",info@teentalkingcircles.org,None.,,"Call for more information.",,,,"Girls Circles, Guys Circles, and GenderTalks",,"King,Kitsap",active,,http://www.teentalkingcircles.org,"P,PN,PS,PN-8100,PS-9800,PN-8100.4500,PS-9800.9900,PN-8100.4500-950"
51,15,,,,"Provides mountain search and rescue services as well as mountain safety education.","No restrictions.",mail@olympicmountainrescue.org,None.,,"Call or email for more information.  In circumstances requiring search and rescue, contact the sheriffs office, which will in turn notify search and rescue.",,,,"Safety Education and Mountain Search and Rescue",,"Clallam,Jefferson,Kitsap",active,,http://www.olympicmountainrescue.org,"J,JR,JR-1800,JR-8200,JR-8200.2800"
52,16,,,,"Offers members support in dealing with the physical and emotional symptoms of compulsive overeating, and recommends emotional, spiritual and physical recovery changes through the Twelve-Steps. OA members are encouraged to follow a plan of eating. Each OA member should consult qualified professionals for their individual diet/nutrition plan, any medically approved plan of eating is acceptable. OA is not a diet club, and makes no claims for weight loss.","Only requirement for membership is a desire to stop eating compulsively.",,"No fees or dues.  Voluntary contributions are collected at each meeting.",,"Call for more information.",,,,"Overeating Support Group",,Jefferson,active,,http://www.oaregion1.org/washington.html,"P,PN,PN-8100,PN-8100.0500,PN-8100.0500-900"
